filename,lat,lon,pm2_5,pm10,timestamp_exif
A_img189.png,23.0225,72.5714,99.04,117.51,
A_img19.png,23.0225,72.5714,99.04,117.51,
A_img190.png,23.0225,72.5714,99.04,117.51,
A_img191.png,23.0225,72.5714,99.04,117.51,
A_img192.png,23.0225,72.5714,99.04,117.51,
A_img193.png,23.0225,72.5714,99.04,117.51,
A_img194.png,23.0225,72.5714,99.04,117.51,
A_img195.png,23.0225,72.5714,99.04,117.51,
A_img196.png,23.0225,72.5714,99.04,117.51,
A_img197.png,23.0225,72.5714,99.04,117.51,
A_img198.png,23.0225,72.5714,99.04,117.51,
A_img199.png,23.0225,72.5714,99.04,117.51,
A_img2.png,23.0225,72.5714,99.04,117.51,
A_img20.png,23.0225,72.5714,99.04,117.51,
A_img200.png,23.0225,72.5714,99.04,117.51,
A_img201.png,23.0225,72.5714,99.04,117.51,
A_img202.png,23.0225,72.5714,99.04,117.51,
A_img203.png,23.0225,72.5714,99.04,117.51,
A_img204.png,23.0225,72.5714,99.04,117.51,
A_img205.png,23.0225,72.5714,99.04,117.51,
A_img206.png,23.0225,72.5714,99.04,117.51,
A_img207.png,23.0225,72.5714,99.04,117.51,
A_img208.png,23.0225,72.5714,99.04,117.51,
A_img209.png,23.0225,72.5714,99.04,117.51,
A_img21.png,23.0225,72.5714,99.04,117.51,
A_img210.png,23.0225,72.5714,99.04,117.51,
A_img211.png,23.0225,72.5714,99.04,117.51,
A_img212.png,23.0225,72.5714,99.04,117.51,
A_img213.png,23.0225,72.5714,99.04,117.51,
A_img214.png,23.0225,72.5714,99.04,117.51,
A_img215.png,23.0225,72.5714,99.04,117.51,
A_img216.png,23.0225,72.5714,99.04,117.51,
A_img217.png,23.0225,72.5714,99.04,117.51,
A_img218.png,23.0225,72.5714,99.04,117.51,
A_img219.png,23.0225,72.5714,99.04,117.51,
A_img22.png,23.0225,72.5714,99.04,117.51,
A_img220.png,23.0225,72.5714,99.04,117.51,
A_img221.png,23.0225,72.5714,99.04,117.51,
A_img222.png,23.0225,72.5714,99.04,117.51,
A_img223.png,23.0225,72.5714,99.04,117.51,
A_img224.png,23.0225,72.5714,99.04,117.51,
A_img225.png,23.0225,72.5714,99.04,117.51,
A_img226.png,23.0225,72.5714,99.04,117.51,
A_img227.png,23.0225,72.5714,99.04,117.51,
A_img228.png,23.0225,72.5714,99.04,117.51,
A_img229.png,23.0225,72.5714,99.04,117.51,
A_img23.png,23.0225,72.5714,99.04,117.51,
A_img230.png,23.0225,72.5714,99.04,117.51,
A_img231.png,23.0225,72.5714,99.04,117.51,
A_img232.png,23.0225,72.5714,99.04,117.51,
A_img233.png,23.0225,72.5714,99.04,117.51,
A_img234.png,23.0225,72.5714,99.04,117.51,
A_img235.png,23.0225,72.5714,99.04,117.51,
A_img236.png,23.0225,72.5714,99.04,117.51,
A_img237.png,23.0225,72.5714,99.04,117.51,
A_img238.png,23.0225,72.5714,99.04,117.51,
A_img239.png,23.0225,72.5714,99.04,117.51,
A_img24.png,23.0225,72.5714,99.04,117.51,
A_img240.png,23.0225,72.5714,99.04,117.51,
A_img241.png,23.0225,72.5714,99.04,117.51,
A_img242.png,23.0225,72.5714,99.04,117.51,
A_img243.png,23.0225,72.5714,99.04,117.51,
A_img244.png,23.0225,72.5714,99.04,117.51,
A_img245.png,23.0225,72.5714,99.04,117.51,
A_img246.png,23.0225,72.5714,99.04,117.51,
A_img247.png,23.0225,72.5714,99.04,117.51,
A_img248.png,23.0225,72.5714,99.04,117.51,
A_img249.png,23.0225,72.5714,99.04,117.51,
A_img25.png,23.0225,72.5714,99.04,117.51,
A_img250.png,23.0225,72.5714,99.04,117.51,
A_img251.png,23.0225,72.5714,99.04,117.51,
A_img252.png,23.0225,72.5714,99.04,117.51,
A_img253.png,23.0225,72.5714,99.04,117.51,
A_img254.png,23.0225,72.5714,99.04,117.51,
A_img255.png,23.0225,72.5714,99.04,117.51,
A_img256.png,23.0225,72.5714,99.04,117.51,
A_img257.png,23.0225,72.5714,99.04,117.51,
A_img258.png,23.0225,72.5714,99.04,117.51,
A_img259.png,23.0225,72.5714,99.04,117.51,
A_img26.png,23.0225,72.5714,99.04,117.51,
A_img260.png,23.0225,72.5714,99.04,117.51,
A_img261.png,23.0225,72.5714,99.04,117.51,
A_img262.png,23.0225,72.5714,99.04,117.51,
A_img263.png,23.0225,72.5714,99.04,117.51,
A_img264.png,23.0225,72.5714,99.04,117.51,
A_img265.png,23.0225,72.5714,99.04,117.51,
A_img266.png,23.0225,72.5714,99.04,117.51,
A_img267.png,23.0225,72.5714,99.04,117.51,
A_img268.png,23.0225,72.5714,99.04,117.51,
A_img269.png,23.0225,72.5714,99.04,117.51,
A_img27.png,23.0225,72.5714,99.04,117.51,
A_img270.png,23.0225,72.5714,99.04,117.51,
A_img271.png,23.0225,72.5714,99.04,117.51,
A_img272.png,23.0225,72.5714,99.04,117.51,
A_img273.png,23.0225,72.5714,99.04,117.51,
A_img274.png,23.0225,72.5714,99.04,117.51,
A_img275.png,23.0225,72.5714,99.04,117.51,
A_img276.png,23.0225,72.5714,99.04,117.51,
A_img277.png,23.0225,72.5714,99.04,117.51,
A_img278.png,23.0225,72.5714,99.04,117.51,
A_img279.png,23.0225,72.5714,99.04,117.51,
A_img28.png,23.0225,72.5714,99.04,117.51,
A_img280.png,23.0225,72.5714,99.04,117.51,
A_img281.png,23.0225,72.5714,99.04,117.51,
A_img282.png,23.0225,72.5714,99.04,117.51,
A_img283.png,23.0225,72.5714,99.04,117.51,
A_img284.png,23.0225,72.5714,99.04,117.51,
A_img285.png,23.0225,72.5714,99.04,117.51,
A_img286.png,23.0225,72.5714,99.04,117.51,
A_img287.png,23.0225,72.5714,99.04,117.51,
A_img288.png,23.0225,72.5714,99.04,117.51,
A_img289.png,23.0225,72.5714,99.04,117.51,
A_img29.png,23.0225,72.5714,99.04,117.51,
A_img290.png,23.0225,72.5714,99.04,117.51,
A_img291.png,23.0225,72.5714,99.04,117.51,
A_img292.png,23.0225,72.5714,99.04,117.51,
A_img293.png,23.0225,72.5714,99.04,117.51,
A_img294.png,23.0225,72.5714,99.04,117.51,
A_img295.png,23.0225,72.5714,99.04,117.51,
A_img296.png,23.0225,72.5714,99.04,117.51,
A_img297.png,23.0225,72.5714,99.04,117.51,
A_img298.png,23.0225,72.5714,99.04,117.51,
A_img299.png,23.0225,72.5714,99.04,117.51,
A_img3.png,23.0225,72.5714,99.04,117.51,
A_img30.png,23.0225,72.5714,99.04,117.51,
A_img300.png,23.0225,72.5714,99.04,117.51,
A_img301.png,23.0225,72.5714,99.04,117.51,
A_img302.png,23.0225,72.5714,99.04,117.51,
A_img303.png,23.0225,72.5714,99.04,117.51,
A_img304.png,23.0225,72.5714,99.04,117.51,
A_img305.png,23.0225,72.5714,99.04,117.51,
A_img306.png,23.0225,72.5714,99.04,117.51,
A_img307.png,23.0225,72.5714,99.04,117.51,
A_img308.png,23.0225,72.5714,99.04,117.51,
A_img309.png,23.0225,72.5714,99.04,117.51,
A_img31.png,23.0225,72.5714,99.04,117.51,
A_img310.png,23.0225,72.5714,99.04,117.51,
A_img311.png,23.0225,72.5714,99.04,117.51,
A_img312.png,23.0225,72.5714,99.04,117.51,
A_img313.png,23.0225,72.5714,99.04,117.51,
A_img314.png,23.0225,72.5714,99.04,117.51,
A_img315.png,23.0225,72.5714,99.04,117.51,
A_img316.png,23.0225,72.5714,99.04,117.51,
A_img317.png,23.0225,72.5714,99.04,117.51,
A_img318.png,23.0225,72.5714,99.04,117.51,
A_img319.png,23.0225,72.5714,99.04,117.51,
A_img32.png,23.0225,72.5714,99.04,117.51,
A_img320.png,23.0225,72.5714,99.04,117.51,
A_img321.png,23.0225,72.5714,99.04,117.51,
A_img322.png,23.0225,72.5714,99.04,117.51,
A_img323.png,23.0225,72.5714,99.04,117.51,
A_img324.png,23.0225,72.5714,99.04,117.51,
A_img325.png,23.0225,72.5714,99.04,117.51,
A_img326.png,23.0225,72.5714,99.04,117.51,
A_img327.png,23.0225,72.5714,99.04,117.51,
A_img328.png,23.0225,72.5714,99.04,117.51,
A_img329.png,23.0225,72.5714,99.04,117.51,
A_img33.png,23.0225,72.5714,99.04,117.51,
A_img330.png,23.0225,72.5714,99.04,117.51,
A_img331.png,23.0225,72.5714,99.04,117.51,
A_img332.png,23.0225,72.5714,99.04,117.51,
A_img333.png,23.0225,72.5714,99.04,117.51,
A_img334.png,23.0225,72.5714,99.04,117.51,
A_img335.png,23.0225,72.5714,99.04,117.51,
A_img336.png,23.0225,72.5714,99.04,117.51,
A_img337.png,23.0225,72.5714,99.04,117.51,
A_img338.png,23.0225,72.5714,99.04,117.51,
A_img339.png,23.0225,72.5714,99.04,117.51,
A_img34.png,23.0225,72.5714,99.04,117.51,
A_img340.png,23.0225,72.5714,99.04,117.51,
A_img341.png,23.0225,72.5714,99.04,117.51,
A_img342.png,23.0225,72.5714,99.04,117.51,
A_img343.png,23.0225,72.5714,99.04,117.51,
A_img344.png,23.0225,72.5714,99.04,117.51,
A_img345.png,23.0225,72.5714,99.04,117.51,
A_img346.png,23.0225,72.5714,99.04,117.51,
A_img347.png,23.0225,72.5714,99.04,117.51,
A_img348.png,23.0225,72.5714,99.04,117.51,
A_img349.png,23.0225,72.5714,99.04,117.51,
A_img35.png,23.0225,72.5714,99.04,117.51,
A_img350.png,23.0225,72.5714,99.04,117.51,
A_img36.png,23.0225,72.5714,99.04,117.51,
A_img37.png,23.0225,72.5714,99.04,117.51,
A_img38.png,23.0225,72.5714,99.04,117.51,
A_img39.png,23.0225,72.5714,99.04,117.51,
A_img4.png,23.0225,72.5714,99.04,117.51,
A_img40.png,23.0225,72.5714,99.04,117.51,
A_img42.png,23.0225,72.5714,99.04,117.51,
A_img43.png,23.0225,72.5714,99.04,117.51,
A_img44.png,23.0225,72.5714,99.04,117.51,
A_img45.png,23.0225,72.5714,99.04,117.51,
A_img46.png,23.0225,72.5714,99.04,117.51,
A_img47.png,23.0225,72.5714,99.04,117.51,
A_img48.png,23.0225,72.5714,99.04,117.51,
A_img49.png,23.0225,72.5714,99.04,117.51,
A_img5.png,23.0225,72.5714,99.04,117.51,
A_img50.png,23.0225,72.5714,99.04,117.51,
A_img51.png,23.0225,72.5714,99.04,117.51,
A_img52.png,23.0225,72.5714,99.04,117.51,
A_img53.png,23.0225,72.5714,99.04,117.51,
A_img54.png,23.0225,72.5714,99.04,117.51,
A_img55.png,23.0225,72.5714,99.04,117.51,
A_img56.png,23.0225,72.5714,99.04,117.51,
A_img57.png,23.0225,72.5714,99.04,117.51,
A_img58.png,23.0225,72.5714,99.04,117.51,
A_img59.png,23.0225,72.5714,99.04,117.51,
A_img6.png,23.0225,72.5714,99.04,117.51,
A_img60.png,23.0225,72.5714,99.04,117.51,
A_img61.png,23.0225,72.5714,99.04,117.51,
A_img62.png,23.0225,72.5714,99.04,117.51,
A_img63.png,23.0225,72.5714,99.04,117.51,
A_img64.png,23.0225,72.5714,99.04,117.51,
A_img65.png,23.0225,72.5714,99.04,117.51,
A_img66.png,23.0225,72.5714,99.04,117.51,
A_img67.png,23.0225,72.5714,99.04,117.51,
A_img68.png,23.0225,72.5714,99.04,117.51,
A_img69.png,23.0225,72.5714,99.04,117.51,
A_img7.png,23.0225,72.5714,99.04,117.51,
A_img70.png,23.0225,72.5714,99.04,117.51,
A_img71.png,23.0225,72.5714,99.04,117.51,
A_img72.png,23.0225,72.5714,99.04,117.51,
A_img73.png,23.0225,72.5714,99.04,117.51,
A_img74.png,23.0225,72.5714,99.04,117.51,
A_img75.png,23.0225,72.5714,99.04,117.51,
A_img76.png,23.0225,72.5714,99.04,117.51,
A_img77.png,23.0225,72.5714,99.04,117.51,
A_img78.png,23.0225,72.5714,99.04,117.51,
A_img79.png,23.0225,72.5714,99.04,117.51,
A_img8.png,23.0225,72.5714,99.04,117.51,
A_img80.png,23.0225,72.5714,99.04,117.51,
A_img81.png,23.0225,72.5714,99.04,117.51,
A_img82.png,23.0225,72.5714,99.04,117.51,
A_img83.png,23.0225,72.5714,99.04,117.51,
A_img84.png,23.0225,72.5714,99.04,117.51,
A_img85.png,23.0225,72.5714,99.04,117.51,
A_img86.png,23.0225,72.5714,99.04,117.51,
A_img87.png,23.0225,72.5714,99.04,117.51,
A_img88.png,23.0225,72.5714,99.04,117.51,
A_img89.png,23.0225,72.5714,99.04,117.51,
A_img9.png,23.0225,72.5714,99.04,117.51,
A_img90.png,23.0225,72.5714,99.04,117.51,
A_img91.png,23.0225,72.5714,99.04,117.51,
A_img92.png,23.0225,72.5714,99.04,117.51,
A_img93.png,23.0225,72.5714,99.04,117.51,
A_img94.png,23.0225,72.5714,99.04,117.51,
A_img95.png,23.0225,72.5714,99.04,117.51,
A_img96.png,23.0225,72.5714,99.04,117.51,
A_img97.png,23.0225,72.5714,99.04,117.51,
A_img98.png,23.0225,72.5714,99.04,117.51,
A_img99.png,23.0225,72.5714,99.04,117.51,
B_img1.png,23.0225,72.5714,99.04,117.51,
B_img10.png,23.0225,72.5714,99.04,117.51,
B_img100.png,23.0225,72.5714,99.04,117.51,
B_img101.png,23.0225,72.5714,99.04,117.51,
B_img102.png,23.0225,72.5714,99.04,117.51,
B_img103.png,23.0225,72.5714,99.04,117.51,
B_img104.png,23.0225,72.5714,99.04,117.51,
B_img105.png,23.0225,72.5714,99.04,117.51,
B_img106.png,23.0225,72.5714,99.04,117.51,
B_img107.png,23.0225,72.5714,99.04,117.51,
B_img108.png,23.0225,72.5714,99.04,117.51,
B_img109.png,23.0225,72.5714,99.04,117.51,
B_img11.png,23.0225,72.5714,99.04,117.51,
B_img110.png,23.0225,72.5714,99.04,117.51,
B_img111.png,23.0225,72.5714,99.04,117.51,
B_img112.png,23.0225,72.5714,99.04,117.51,
B_img113.png,23.0225,72.5714,99.04,117.51,
B_img114.png,23.0225,72.5714,99.04,117.51,
B_img115.png,23.0225,72.5714,99.04,117.51,
B_img116.png,23.0225,72.5714,99.04,117.51,
B_img117.png,23.0225,72.5714,99.04,117.51,
B_img118.png,23.0225,72.5714,99.04,117.51,
B_img119.png,23.0225,72.5714,99.04,117.51,
B_img12.png,23.0225,72.5714,99.04,117.51,
B_img120.png,23.0225,72.5714,99.04,117.51,
B_img121.png,23.0225,72.5714,99.04,117.51,
B_img122.png,23.0225,72.5714,99.04,117.51,
B_img123.png,23.0225,72.5714,99.04,117.51,
B_img124.png,23.0225,72.5714,99.04,117.51,
B_img125.png,23.0225,72.5714,99.04,117.51,
B_img126.png,23.0225,72.5714,99.04,117.51,
B_img127.png,23.0225,72.5714,99.04,117.51,
B_img128.png,23.0225,72.5714,99.04,117.51,
B_img129.png,23.0225,72.5714,99.04,117.51,
B_img13.png,23.0225,72.5714,99.04,117.51,
B_img130.png,23.0225,72.5714,99.04,117.51,
B_img131.png,23.0225,72.5714,99.04,117.51,
B_img132.png,23.0225,72.5714,99.04,117.51,
B_img133.png,23.0225,72.5714,99.04,117.51,
B_img134.png,23.0225,72.5714,99.04,117.51,
B_img135.png,23.0225,72.5714,99.04,117.51,
B_img136.png,23.0225,72.5714,99.04,117.51,
B_img137.png,23.0225,72.5714,99.04,117.51,
B_img138.png,23.0225,72.5714,99.04,117.51,
B_img139.png,23.0225,72.5714,99.04,117.51,
B_img14.png,23.0225,72.5714,99.04,117.51,
B_img140.png,23.0225,72.5714,99.04,117.51,
B_img141.png,23.0225,72.5714,99.04,117.51,
B_img142.png,23.0225,72.5714,99.04,117.51,
B_img143.png,23.0225,72.5714,99.04,117.51,
B_img144.png,23.0225,72.5714,99.04,117.51,
B_img145.png,23.0225,72.5714,99.04,117.51,
B_img146.png,23.0225,72.5714,99.04,117.51,
B_img147.png,23.0225,72.5714,99.04,117.51,
B_img148.png,23.0225,72.5714,99.04,117.51,
B_img149.png,23.0225,72.5714,99.04,117.51,
B_img15.png,23.0225,72.5714,99.04,117.51,
B_img150.png,23.0225,72.5714,99.04,117.51,
B_img151.png,23.0225,72.5714,99.04,117.51,
B_img152.png,23.0225,72.5714,99.04,117.51,
B_img153.png,23.0225,72.5714,99.04,117.51,
B_img154.png,23.0225,72.5714,99.04,117.51,
B_img155.png,23.0225,72.5714,99.04,117.51,
B_img156.png,23.0225,72.5714,99.04,117.51,
B_img157.png,23.0225,72.5714,99.04,117.51,
B_img158.png,23.0225,72.5714,99.04,117.51,
B_img159.png,23.0225,72.5714,99.04,117.51,
B_img16.png,23.0225,72.5714,99.04,117.51,
B_img160.png,23.0225,72.5714,99.04,117.51,
B_img161.png,23.0225,72.5714,99.04,117.51,
B_img162.png,23.0225,72.5714,99.04,117.51,
B_img163.png,23.0225,72.5714,99.04,117.51,
B_img164.png,23.0225,72.5714,99.04,117.51,
B_img165.png,23.0225,72.5714,99.04,117.51,
B_img166.png,23.0225,72.5714,99.04,117.51,
B_img167.png,23.0225,72.5714,99.04,117.51,
B_img168.png,23.0225,72.5714,99.04,117.51,
B_img169.png,23.0225,72.5714,99.04,117.51,
B_img17.png,23.0225,72.5714,99.04,117.51,
B_img170.png,23.0225,72.5714,99.04,117.51,
B_img171.png,23.0225,72.5714,99.04,117.51,
B_img172.png,23.0225,72.5714,99.04,117.51,
B_img173.png,23.0225,72.5714,99.04,117.51,
B_img174.png,23.0225,72.5714,99.04,117.51,
B_img175.png,23.0225,72.5714,99.04,117.51,
B_img176.png,23.0225,72.5714,99.04,117.51,
B_img177.png,23.0225,72.5714,99.04,117.51,
B_img178.png,23.0225,72.5714,99.04,117.51,
B_img179.png,23.0225,72.5714,99.04,117.51,
B_img18.png,23.0225,72.5714,99.04,117.51,
B_img180.png,23.0225,72.5714,99.04,117.51,
B_img181.png,23.0225,72.5714,99.04,117.51,
B_img182.png,23.0225,72.5714,99.04,117.51,
B_img183.png,23.0225,72.5714,99.04,117.51,
B_img184.png,23.0225,72.5714,99.04,117.51,
B_img185.png,23.0225,72.5714,99.04,117.51,
B_img186.png,23.0225,72.5714,99.04,117.51,
B_img187.png,23.0225,72.5714,99.04,117.51,
B_img188.png,23.0225,72.5714,99.04,117.51,
B_img189.png,23.0225,72.5714,99.04,117.51,
B_img19.png,23.0225,72.5714,99.04,117.51,
B_img190.png,23.0225,72.5714,99.04,117.51,
B_img191.png,23.0225,72.5714,99.04,117.51,
B_img192.png,23.0225,72.5714,99.04,117.51,
B_img193.png,23.0225,72.5714,99.04,117.51,
B_img194.png,23.0225,72.5714,99.04,117.51,
B_img195.png,23.0225,72.5714,99.04,117.51,
B_img196.png,23.0225,72.5714,99.04,117.51,
B_img197.png,23.0225,72.5714,99.04,117.51,
B_img198.png,23.0225,72.5714,99.04,117.51,
B_img199.png,23.0225,72.5714,99.04,117.51,
B_img2.png,23.0225,72.5714,99.04,117.51,
B_img20.png,23.0225,72.5714,99.04,117.51,
B_img200.png,23.0225,72.5714,99.04,117.51,
B_img201.png,23.0225,72.5714,99.04,117.51,
B_img202.png,23.0225,72.5714,99.04,117.51,
B_img203.png,23.0225,72.5714,99.04,117.51,
B_img204.png,23.0225,72.5714,99.04,117.51,
B_img205.png,23.0225,72.5714,99.04,117.51,
B_img206.png,23.0225,72.5714,99.04,117.51,
B_img207.png,23.0225,72.5714,99.04,117.51,
B_img208.png,23.0225,72.5714,99.04,117.51,
B_img209.png,23.0225,72.5714,99.04,117.51,
B_img21.png,23.0225,72.5714,99.04,117.51,
B_img210.png,23.0225,72.5714,99.04,117.51,
B_img211.png,23.0225,72.5714,99.04,117.51,
B_img212.png,23.0225,72.5714,99.04,117.51,
B_img213.png,23.0225,72.5714,99.04,117.51,
B_img214.png,23.0225,72.5714,99.04,117.51,
B_img215.png,23.0225,72.5714,99.04,117.51,
B_img216.png,23.0225,72.5714,99.04,117.51,
B_img217.png,23.0225,72.5714,99.04,117.51,
B_img218.png,23.0225,72.5714,99.04,117.51,
B_img219.png,23.0225,72.5714,99.04,117.51,
B_img22.png,23.0225,72.5714,99.04,117.51,
B_img220.png,23.0225,72.5714,99.04,117.51,
B_img221.png,23.0225,72.5714,99.04,117.51,
B_img222.png,23.0225,72.5714,99.04,117.51,
B_img223.png,23.0225,72.5714,99.04,117.51,
B_img224.png,23.0225,72.5714,99.04,117.51,
B_img225.png,23.0225,72.5714,99.04,117.51,
B_img226.png,23.0225,72.5714,99.04,117.51,
B_img227.png,23.0225,72.5714,99.04,117.51,
B_img228.png,23.0225,72.5714,99.04,117.51,
B_img229.png,23.0225,72.5714,99.04,117.51,
B_img23.png,23.0225,72.5714,99.04,117.51,
B_img230.png,23.0225,72.5714,99.04,117.51,
B_img231.png,23.0225,72.5714,99.04,117.51,
B_img232.png,23.0225,72.5714,99.04,117.51,
B_img233.png,23.0225,72.5714,99.04,117.51,
B_img234.png,23.0225,72.5714,99.04,117.51,
B_img235.png,23.0225,72.5714,99.04,117.51,
B_img236.png,23.0225,72.5714,99.04,117.51,
B_img237.png,23.0225,72.5714,99.04,117.51,
B_img238.png,23.0225,72.5714,99.04,117.51,
B_img239.png,23.0225,72.5714,99.04,117.51,
B_img24.png,23.0225,72.5714,99.04,117.51,
B_img240.png,23.0225,72.5714,99.04,117.51,
B_img241.png,23.0225,72.5714,99.04,117.51,
B_img242.png,23.0225,72.5714,99.04,117.51,
B_img243.png,23.0225,72.5714,99.04,117.51,
B_img244.png,23.0225,72.5714,99.04,117.51,
B_img245.png,23.0225,72.5714,99.04,117.51,
B_img246.png,23.0225,72.5714,99.04,117.51,
B_img247.png,23.0225,72.5714,99.04,117.51,
B_img248.png,23.0225,72.5714,99.04,117.51,
B_img249.png,23.0225,72.5714,99.04,117.51,
B_img25.png,23.0225,72.5714,99.04,117.51,
B_img250.png,23.0225,72.5714,99.04,117.51,
B_img251.png,23.0225,72.5714,99.04,117.51,
B_img252.png,23.0225,72.5714,99.04,117.51,
B_img253.png,23.0225,72.5714,99.04,117.51,
B_img254.png,23.0225,72.5714,99.04,117.51,
B_img255.png,23.0225,72.5714,99.04,117.51,
B_img256.png,23.0225,72.5714,99.04,117.51,
B_img257.png,23.0225,72.5714,99.04,117.51,
B_img258.png,23.0225,72.5714,99.04,117.51,
B_img259.png,23.0225,72.5714,99.04,117.51,
B_img26.png,23.0225,72.5714,99.04,117.51,
B_img260.png,23.0225,72.5714,99.04,117.51,
B_img261.png,23.0225,72.5714,99.04,117.51,
B_img262.png,23.0225,72.5714,99.04,117.51,
B_img263.png,23.0225,72.5714,99.04,117.51,
B_img264.png,23.0225,72.5714,99.04,117.51,
B_img265.png,23.0225,72.5714,99.04,117.51,
B_img266.png,23.0225,72.5714,99.04,117.51,
B_img267.png,23.0225,72.5714,99.04,117.51,
